['ENSG00000198763', 'ENSMUSG00000064345', 'ENSGALG00000043768', 'ENSRNOG00000031033', 'ENSOCUG00000029090', 'ENSMODG00000021566', 'ENSMMUG00000065356']
['ENSG00000086475', 'ENSMUSG00000026662', 'ENSGALG00000014575', 'ENSRNOG00000018125', 'ENSOCUG00000015261', 'ENSMODG00000016864', 'ENSMMUG00000021233']
['ENSG00000151474', 'ENSMUSG00000026657', 'ENSGALG00000034992', 'ENSRNOG00000018500', 'ENSOCUG00000017370', 'ENSMODG00000016916', 'ENSMMUG00000017164']
['ENSG00000065809', 'ENSMUSG00000026655', 'ENSGALG00000033226', 'ENSRNOG00000014886', 'ENSOCUG00000006634', 'ENSMODG00000016919', 'ENSMMUG00000017169']
['ENSG00000187522', 'ENSMUSG00000109865', 'ENSGALG00000035201', 'ENSRNOG00000015212', 'ENSOCUG00000012875', 'ENSMODG00000016926', 'ENSMMUG00000017173']
['ENSG00000152455', 'ENSMUSG00000026646', 'ENSGALG00000013920', 'ENSRNOG00000015585', 'ENSOCUG00000015090', 'ENSMODG00000016930', 'ENSMMUG00000017174']
['ENSG00000152457', 'ENSMUSG00000026648', 'ENSGALG00000013926', 'ENSRNOG00000015980', 'ENSOCUG00000010154', 'ENSMODG00000016932', 'ENSMMUG00000017176']
['ENSG00000197889', 'ENSMUSG00000026650', 'ENSGALG00000000451', 'ENSRNOG00000016283', 'ENSOCUG00000010165', 'ENSMODG00000016936', 'ENSMMUG00000061792']
['ENSG00000152465', 'ENSMUSG00000026643', 'ENSGALG00000008791', 'ENSRNOG00000026248', 'ENSOCUG00000017607', 'ENSMODG00000010083', 'ENSMMUG00000007680']
['ENSG00000148468', 'ENSMUSG00000050530', 'ENSGALG00000008764', 'ENSRNOG00000016534', 'ENSOCUG00000006924', 'ENSMODG00000010064', 'ENSMMUG00000015286']
['ENSG00000077943', 'ENSMUSG00000026768', 'ENSGALG00000008747', 'ENSRNOG00000016538', 'ENSOCUG00000014334', 'ENSMODG00000010054', 'ENSMMUG00000011661']
['ENSG00000165983', 'ENSMUSG00000026730', 'ENSGALG00000008728', 'ENSRNOG00000017328', 'ENSOCUG00000001985', 'ENSMODG00000009960', 'ENSMMUG00000016063']
['ENSG00000165985', 'ENSMUSG00000049630', 'ENSGALG00000032554', 'ENSRNOG00000017459', 'ENSOCUG00000001991', 'ENSMODG00000009948', 'ENSMMUG00000016064']
['ENSG00000148484', 'ENSMUSG00000026727', 'ENSGALG00000040891', 'ENSRNOG00000017595', 'ENSOCUG00000030399', 'ENSMODG00000009942', 'ENSMMUG00000016067']
['ENSG00000107611', 'ENSMUSG00000026726', 'ENSGALG00000008704', 'ENSRNOG00000029047', 'ENSOCUG00000029667', 'ENSMODG00000009905', 'ENSMMUG00000016069']
['ENSG00000107614', 'ENSMUSG00000026723', 'ENSGALG00000008686', 'ENSRNOG00000026132', 'ENSOCUG00000007235', 'ENSMODG00000009844', 'ENSMMUG00000052060']
['ENSG00000026025', 'ENSMUSG00000026728', 'ENSGALG00000008677', 'ENSRNOG00000018087', 'ENSOCUG00000009222', 'ENSMODG00000009818', 'ENSMMUG00000003193']
['ENSG00000148488', 'ENSMUSG00000003418', 'ENSGALG00000008671', 'ENSRNOG00000051684', 'ENSOCUG00000007240', 'ENSMODG00000009729', 'ENSMMUG00000051216']
['ENSG00000165996', 'ENSMUSG00000063275', 'ENSGALG00000008659', 'ENSRNOG00000043192', 'ENSOCUG00000005702', 'ENSMODG00000009722', 'ENSMMUG00000020736']
['ENSG00000136738', 'ENSMUSG00000026718', 'ENSGALG00000035287', 'ENSRNOG00000060817', 'ENSOCUG00000003771', 'ENSMODG00000009719', 'ENSMMUG00000001700']
['ENSG00000148482', 'ENSMUSG00000036949', 'ENSGALG00000008602', 'ENSRNOG00000025639', 'ENSOCUG00000014837', 'ENSMODG00000009637', 'ENSMMUG00000011624']
['ENSG00000165995', 'ENSMUSG00000057914', 'ENSGALG00000008591', 'ENSRNOG00000018378', 'ENSOCUG00000014849', 'ENSMODG00000009618', 'ENSMMUG00000007445']
['ENSG00000241058', 'ENSMUSG00000026707', 'ENSGALG00000008564', 'ENSRNOG00000018520', 'ENSOCUG00000014870', 'ENSMODG00000009471', 'ENSMMUG00000007451']
['ENSG00000165997', 'ENSMUSG00000017418', 'ENSGALG00000008557', 'ENSRNOG00000018714', 'ENSOCUG00000014876', 'ENSMODG00000009449', 'ENSMMUG00000007453']
['ENSG00000204740', 'ENSMUSG00000075520', 'ENSGALG00000008498', 'ENSRNOG00000052916', 'ENSOCUG00000015999', 'ENSMODG00000009440', 'ENSMMUG00000048865']
['ENSG00000120594', 'ENSMUSG00000026748', 'ENSGALG00000007956', 'ENSRNOG00000000142', 'ENSOCUG00000014482', 'ENSMODG00000009233', 'ENSMMUG00000015370']
['ENSG00000078403', 'ENSMUSG00000026743', 'ENSGALG00000007928', 'ENSRNOG00000022249', 'ENSOCUG00000006040', 'ENSMODG00000009138', 'ENSMMUG00000023648']
['ENSG00000136770', 'ENSMUSG00000026740', 'ENSGALG00000007914', 'ENSRNOG00000000150', 'ENSOCUG00000022926', 'ENSMODG00000009100', 'ENSMMUG00000023649']
['ENSG00000077327', 'ENSMUSG00000022783', 'ENSGALG00000007892', 'ENSRNOG00000025787', 'ENSOCUG00000017094', 'ENSMODG00000009058', 'ENSMMUG00000000882']
['ENSG00000150867', 'ENSMUSG00000026737', 'ENSGALG00000007877', 'ENSRNOG00000016670', 'ENSOCUG00000017112', 'ENSMODG00000009032', 'ENSMMUG00000015034']
['ENSG00000165309', 'ENSMUSG00000037683', 'ENSGALG00000007864', 'ENSRNOG00000016716', 'ENSOCUG00000012821', 'ENSMODG00000008994', 'ENSMMUG00000010384']
['ENSG00000107863', 'ENSMUSG00000036591', 'ENSGALG00000007721', 'ENSRNOG00000008659', 'ENSOCUG00000002720', 'ENSMODG00000008781', 'ENSMMUG00000016123']
['ENSG00000151023', 'ENSMUSG00000026679', 'ENSGALG00000007680', 'ENSRNOG00000018631', 'ENSOCUG00000011392', 'ENSMODG00000008730', 'ENSMMUG00000050879']
['ENSG00000185875', 'ENSMUSG00000048550', 'ENSGALG00000007677', 'ENSRNOG00000033076', 'ENSOCUG00000012792', 'ENSMODG00000024109', 'ENSMMUG00000022383']
['ENSG00000151025', 'ENSMUSG00000045967', 'ENSGALG00000007667', 'ENSRNOG00000024832', 'ENSOCUG00000005356', 'ENSMODG00000024111', 'ENSMMUG00000002930']
['ENSG00000136750', 'ENSMUSG00000026787', 'ENSGALG00000040436', 'ENSRNOG00000018200', 'ENSOCUG00000017480', 'ENSMODG00000008626', 'ENSMMUG00000012233']
['ENSG00000077420', 'ENSMUSG00000026786', 'ENSGALG00000007579', 'ENSRNOG00000017803', 'ENSOCUG00000037897', 'ENSMODG00000008583', 'ENSMMUG00000022948']
['ENSG00000148459', 'ENSMUSG00000026784', 'ENSGALG00000007559', 'ENSRNOG00000048849', 'ENSOCUG00000010068', 'ENSMODG00000008533', 'ENSMMUG00000005076']
['ENSG00000136754', 'ENSMUSG00000058835', 'ENSGALG00000007547', 'ENSRNOG00000031325', 'ENSOCUG00000010076', 'ENSMODG00000008499', 'ENSMMUG00000005078']
['ENSG00000120539', 'ENSMUSG00000026779', 'ENSGALG00000007507', 'ENSRNOG00000054474', 'ENSOCUG00000011308', 'ENSMODG00000008423', 'ENSMMUG00000016407']
['ENSG00000150051', 'ENSMUSG00000061013', 'ENSGALG00000007426', 'ENSRNOG00000018938', 'ENSOCUG00000010649', 'ENSMODG00000008244', 'ENSMMUG00000020660']
['ENSG00000169126', 'ENSMUSG00000061802', 'ENSGALG00000007417', 'ENSRNOG00000018905', 'ENSOCUG00000007349', 'ENSMODG00000008232', 'ENSMMUG00000020661']
['ENSG00000150054', 'ENSMUSG00000057440', 'ENSGALG00000007408', 'ENSRNOG00000018760', 'ENSOCUG00000014344', 'ENSMODG00000008195', 'ENSMMUG00000020663']
['ENSG00000095787', 'ENSMUSG00000024283', 'ENSGALG00000035281', 'ENSRNOG00000018698', 'ENSOCUG00000004713', 'ENSMODG00000008157', 'ENSMMUG00000008268']
['ENSG00000197321', 'ENSMUSG00000024236', 'ENSGALG00000007331', 'ENSRNOG00000018110', 'ENSOCUG00000010895', 'ENSMODG00000007872', 'ENSMMUG00000001374']
['ENSG00000165757', 'ENSMUSG00000033960', 'ENSGALG00000007346', 'ENSRNOG00000027938', 'ENSOCUG00000014102', 'ENSMODG00000042238', 'ENSMMUG00000021559']
['ENSG00000107951', 'ENSMUSG00000024234', 'ENSGALG00000007351', 'ENSRNOG00000016578', 'ENSOCUG00000007276', 'ENSMODG00000007924', 'ENSMMUG00000003001']
['ENSG00000107968', 'ENSMUSG00000024235', 'ENSGALG00000007356', 'ENSRNOG00000016378', 'ENSOCUG00000006056', 'ENSMODG00000007954', 'ENSMMUG00000004930']
['ENSG00000148516', 'ENSMUSG00000024238', 'ENSGALG00000007260', 'ENSRNOG00000017863', 'ENSOCUG00000006516', 'ENSMODG00000007847', 'ENSMMUG00000015453']
['ENSG00000165322', 'ENSMUSG00000041225', 'ENSGALG00000007254', 'ENSRNOG00000017791', 'ENSOCUG00000015950', 'ENSMODG00000007821', 'ENSMMUG00000004778']
['ENSG00000170759', 'ENSMUSG00000006740', 'ENSGALG00000007215', 'ENSRNOG00000017466', 'ENSOCUG00000017493', 'ENSMODG00000007760', 'ENSMMUG00000015058']
['ENSG00000120616', 'ENSMUSG00000024240', 'ENSGALG00000007169', 'ENSRNOG00000014834', 'ENSOCUG00000000789', 'ENSMODG00000007604', 'ENSMMUG00000012451']
['ENSG00000150093', 'ENSMUSG00000025809', 'ENSGALG00000007145', 'ENSRNOG00000010966', 'ENSOCUG00000003623', 'ENSMODG00000007536', 'ENSMMUG00000017767']
['ENSG00000099250', 'ENSMUSG00000025810', 'ENSGALG00000007140', 'ENSRNOG00000010744', 'ENSOCUG00000004579', 'ENSMODG00000007439', 'ENSMMUG00000017588']
['ENSG00000148498', 'ENSMUSG00000025812', 'ENSGALG00000007125', 'ENSRNOG00000032437', 'ENSOCUG00000000455', 'ENSMODG00000007069', 'ENSMMUG00000019156']
['ENSG00000108094', 'ENSMUSG00000024231', 'ENSGALG00000007095', 'ENSRNOG00000015292', 'ENSOCUG00000014729', 'ENSMODG00000006944', 'ENSMMUG00000002469']
['ENSG00000108100', 'ENSMUSG00000024286', 'ENSGALG00000007076', 'ENSRNOG00000018123', 'ENSOCUG00000021329', 'ENSMODG00000006764', 'ENSMMUG00000006713']
['ENSG00000177291', 'ENSMUSG00000036855', 'ENSGALG00000007065', 'ENSRNOG00000018407', 'ENSOCUG00000002477', 'ENSMODG00000049244', 'ENSMMUG00000061153']
['ENSG00000165731', 'ENSMUSG00000030110', 'ENSGALG00000002555', 'ENSRNOG00000014751', 'ENSOCUG00000011141', 'ENSMODG00000001212', 'ENSMMUG00000015400']
['ENSG00000169826', 'ENSMUSG00000042042', 'ENSGALG00000002543', 'ENSRNOG00000014713', 'ENSOCUG00000005305', 'ENSMODG00000001232', 'ENSMMUG00000015405']
['ENSG00000107562', 'ENSMUSG00000061353', 'ENSGALG00000041346', 'ENSRNOG00000013589', 'ENSOCUG00000029076', 'ENSMODG00000009971', 'ENSMMUG00000012181']
['ENSG00000187783', 'ENSMUSG00000048108', 'ENSGALG00000026808', 'ENSRNOG00000023340', 'ENSOCUG00000001860', 'ENSMODG00000009987', 'ENSMMUG00000056582']
['ENSG00000012779', 'ENSMUSG00000025701', 'ENSGALG00000005857', 'ENSRNOG00000012972', 'ENSOCUG00000005428', 'ENSMODG00000010770', 'ENSMMUG00000013434']
['ENSG00000165406', 'ENSMUSG00000025702', 'ENSGALG00000005867', 'ENSRNOG00000012297', 'ENSOCUG00000005434', 'ENSMODG00000010754', 'ENSMMUG00000013437']
['ENSG00000172671', 'ENSMUSG00000042213', 'ENSGALG00000005893', 'ENSRNOG00000011791', 'ENSOCUG00000027810', 'ENSMODG00000010862', 'ENSMMUG00000011030']
['ENSG00000204175', 'ENSMUSG00000071531', 'ENSGALG00000002048', 'ENSRNOG00000055042', 'ENSOCUG00000005728', 'ENSMODG00000002697', 'ENSMMUG00000050210']
['ENSG00000204179', 'ENSMUSG00000021940', 'ENSGALG00000050857', 'ENSRNOG00000020203', 'ENSOCUG00000034038', 'ENSMODG00000002124', 'ENSMMUG00000010209']
['ENSG00000266524', 'ENSMUSG00000021943', 'ENSGALG00000005985', 'ENSRNOG00000051993', 'ENSOCUG00000004152', 'ENSMODG00000002085', 'ENSMMUG00000011912']
['ENSG00000263761', 'ENSMUSG00000072625', 'ENSGALG00000005981', 'ENSRNOG00000057751', 'ENSOCUG00000013623', 'ENSMODG00000045485', 'ENSMMUG00000055320']
['ENSG00000265203', 'ENSMUSG00000041534', 'ENSGALG00000005978', 'ENSRNOG00000051911', 'ENSOCUG00000013615', 'ENSMODG00000002069', 'ENSMMUG00000011909']
['ENSG00000170324', 'ENSMUSG00000108841', 'ENSGALG00000053112', 'ENSRNOG00000029131', 'ENSOCUG00000011768', 'ENSMODG00000041433', 'ENSMMUG00000004056']
['ENSG00000107643', 'ENSMUSG00000021936', 'ENSGALG00000006109', 'ENSRNOG00000020155', 'ENSOCUG00000002873', 'ENSMODG00000002193', 'ENSMMUG00000004060']
['ENSG00000128805', 'ENSMUSG00000063506', 'ENSGALG00000006137', 'ENSRNOG00000024728', 'ENSOCUG00000009555', 'ENSMODG00000002216', 'ENSMMUG00000004063']
['ENSG00000165383', 'ENSMUSG00000041673', 'ENSGALG00000053919', 'ENSRNOG00000020080', 'ENSOCUG00000025178', 'ENSMODG00000002315', 'ENSMMUG00000007105']
['ENSG00000165633', 'ENSMUSG00000050666', 'ENSGALG00000006174', 'ENSRNOG00000020078', 'ENSOCUG00000007504', 'ENSMODG00000002325', 'ENSMMUG00000008900']
['ENSG00000177354', 'ENSMUSG00000071540', 'ENSGALG00000027353', 'ENSRNOG00000049942', 'ENSOCUG00000014521', 'ENSMODG00000002335', 'ENSMMUG00000021308']
['ENSG00000165606', 'ENSMUSG00000041730', 'ENSGALG00000030822', 'ENSRNOG00000020045', 'ENSOCUG00000000739', 'ENSMODG00000002342', 'ENSMMUG00000057407']
['ENSG00000225830', 'ENSMUSG00000054051', 'ENSGALG00000006254', 'ENSRNOG00000030017', 'ENSOCUG00000000741', 'ENSMODG00000002509', 'ENSMMUG00000017943']
['ENSG00000070748', 'ENSMUSG00000021919', 'ENSGALG00000002289', 'ENSRNOG00000025012', 'ENSOCUG00000027095', 'ENSMODG00000002547', 'ENSMMUG00000004692']
['ENSG00000187714', 'ENSMUSG00000100241', 'ENSGALG00000041103', 'ENSRNOG00000062141', 'ENSOCUG00000025120', 'ENSMODG00000002522', 'ENSMMUG00000047299']
['ENSG00000197444', 'ENSMUSG00000021913', 'ENSGALG00000002266', 'ENSRNOG00000019955', 'ENSOCUG00000013787', 'ENSMODG00000002613', 'ENSMMUG00000000275']
['ENSG00000227345', 'ENSMUSG00000021911', 'ENSGALG00000002117', 'ENSRNOG00000019978', 'ENSOCUG00000027851', 'ENSMODG00000002640', 'ENSMMUG00000009848']
['ENSG00000198964', 'ENSMUSG00000040451', 'ENSGALG00000003701', 'ENSRNOG00000012536', 'ENSOCUG00000010965', 'ENSMODG00000016489', 'ENSMMUG00000007081']
['ENSG00000148584', 'ENSMUSG00000052595', 'ENSGALG00000003765', 'ENSRNOG00000033195', 'ENSOCUG00000011587', 'ENSMODG00000016478', 'ENSMMUG00000007077']
['ENSG00000150275', 'ENSMUSG00000052613', 'ENSGALG00000002744', 'ENSRNOG00000000606', 'ENSOCUG00000000268', 'ENSMODG00000016351', 'ENSMMUG00000009794']
['ENSG00000151151', 'ENSMUSG00000060733', 'ENSGALG00000002710', 'ENSRNOG00000000609', 'ENSOCUG00000006432', 'ENSMODG00000016132', 'ENSMMUG00000063429']
['ENSG00000108064', 'ENSMUSG00000003923', 'ENSGALG00000002703', 'ENSRNOG00000000613', 'ENSOCUG00000014405', 'ENSMODG00000016127', 'ENSMMUG00000019829']
['ENSG00000122870', 'ENSMUSG00000014329', 'ENSGALG00000036095', 'ENSRNOG00000000614', 'ENSOCUG00000013696', 'ENSMODG00000016125', 'ENSMMUG00000015750']
['ENSG00000165443', 'ENSMUSG00000037747', 'ENSGALG00000029863', 'ENSRNOG00000000274', 'ENSOCUG00000001539', 'ENSMODG00000016112', 'ENSMMUG00000003705']
['ENSG00000148541', 'ENSMUSG00000043259', 'ENSGALG00000031305', 'ENSRNOG00000000275', 'ENSOCUG00000001543', 'ENSMODG00000016104', 'ENSMMUG00000003706']
['ENSG00000108091', 'ENSMUSG00000048701', 'ENSGALG00000003165', 'ENSRNOG00000024019', 'ENSOCUG00000005508', 'ENSMODG00000017019', 'ENSMMUG00000018198']
['ENSG00000072422', 'ENSMUSG00000019944', 'ENSGALG00000003073', 'ENSRNOG00000000633', 'ENSOCUG00000011533', 'ENSMODG00000017097', 'ENSMMUG00000021400']
['ENSG00000196932', 'ENSMUSG00000060044', 'ENSGALG00000025862', 'ENSRNOG00000027859', 'ENSOCUG00000010987', 'ENSMODG00000048319', 'ENSMMUG00000014529']
['ENSG00000182010', 'ENSMUSG00000037846', 'ENSGALG00000002980', 'ENSRNOG00000000636', 'ENSOCUG00000001689', 'ENSMODG00000017104', 'ENSMMUG00000016829']
['ENSG00000122877', 'ENSMUSG00000037868', 'ENSGALG00000040971', 'ENSRNOG00000000640', 'ENSOCUG00000013672', 'ENSMODG00000017110', 'ENSMMUG00000010256']
['ENSG00000148572', 'ENSMUSG00000075000', 'ENSGALG00000002959', 'ENSRNOG00000000641', 'ENSOCUG00000006920', 'ENSMODG00000017183', 'ENSMMUG00000017726']
['ENSG00000171988', 'ENSMUSG00000037876', 'ENSGALG00000002942', 'ENSRNOG00000000648', 'ENSOCUG00000006922', 'ENSMODG00000017196', 'ENSMMUG00000017727']
['ENSG00000165476', 'ENSMUSG00000019873', 'ENSGALG00000002904', 'ENSRNOG00000000645', 'ENSOCUG00000016176', 'ENSMODG00000017199', 'ENSMMUG00000016850']
['ENSG00000198739', 'ENSMUSG00000042846', 'ENSGALG00000002864', 'ENSRNOG00000026466', 'ENSOCUG00000004014', 'ENSMODG00000017246', 'ENSMMUG00000018766']
['ENSG00000108176', 'ENSMUSG00000036764', 'ENSGALG00000002769', 'ENSRNOG00000051960', 'ENSOCUG00000008694', 'ENSMODG00000017247', 'ENSMMUG00000055640']
['ENSG00000148634', 'ENSMUSG00000020064', 'ENSGALG00000003861', 'ENSRNOG00000061040', 'ENSOCUG00000009927', 'ENSMODG00000017265', 'ENSMMUG00000010105']
['ENSG00000138347', 'ENSMUSG00000020067', 'ENSGALG00000003925', 'ENSRNOG00000000383', 'ENSOCUG00000009939', 'ENSMODG00000017275', 'ENSMMUG00000006867']
['ENSG00000096746', 'ENSMUSG00000020069', 'ENSGALG00000003947', 'ENSRNOG00000048193', 'ENSOCUG00000004443', 'ENSMODG00000017283', 'ENSMMUG00000009792']
['ENSG00000138346', 'ENSMUSG00000036875', 'ENSGALG00000004037', 'ENSRNOG00000000387', 'ENSOCUG00000008534', 'ENSMODG00000017302', 'ENSMMUG00000030532']
['ENSG00000138336', 'ENSMUSG00000047146', 'ENSGALG00000031604', 'ENSRNOG00000000277', 'ENSOCUG00000030256', 'ENSMODG00000017310', 'ENSMMUG00000023198']
['ENSG00000283551', 'ENSMUSG00000080469', 'ENSGALG00000025283', 'ENSRNOG00000051927', 'ENSOCUG00000020185', 'ENSMODG00000026311', 'ENSMMUG00000033863']
['ENSG00000122958', 'ENSMUSG00000020078', 'ENSGALG00000004174', 'ENSRNOG00000030683', 'ENSOCUG00000001513', 'ENSMODG00000010661', 'ENSMMUG00000004101']
['ENSG00000156502', 'ENSMUSG00000020079', 'ENSGALG00000004197', 'ENSRNOG00000000392', 'ENSOCUG00000004933', 'ENSMODG00000010700', 'ENSMMUG00000052636']
['ENSG00000156510', 'ENSMUSG00000020080', 'ENSGALG00000021039', 'ENSRNOG00000049045', 'ENSOCUG00000004938', 'ENSMODG00000010681', 'ENSMMUG00000003849']
['ENSG00000156515', 'ENSMUSG00000037012', 'ENSGALG00000004222', 'ENSRNOG00000046891', 'ENSOCUG00000006697', 'ENSMODG00000010645', 'ENSMMUG00000015302']
['ENSG00000075073', 'ENSMUSG00000020081', 'ENSGALG00000004248', 'ENSRNOG00000050658', 'ENSOCUG00000006707', 'ENSMODG00000006815', 'ENSMMUG00000015310']
['ENSG00000099282', 'ENSMUSG00000037031', 'ENSGALG00000004257', 'ENSRNOG00000046204', 'ENSOCUG00000013992', 'ENSMODG00000012237', 'ENSMMUG00000015314']
['ENSG00000197467', 'ENSMUSG00000058806', 'ENSGALG00000004286', 'ENSRNOG00000000552', 'ENSOCUG00000011655', 'ENSMODG00000012220', 'ENSMMUG00000005716']
['ENSG00000042286', 'ENSMUSG00000020085', 'ENSGALG00000004777', 'ENSRNOG00000059445', 'ENSOCUG00000004543', 'ENSMODG00000012201', 'ENSMMUG00000006392']
['ENSG00000180817', 'ENSMUSG00000020089', 'ENSGALG00000004442', 'ENSRNOG00000000557', 'ENSOCUG00000016001', 'ENSMODG00000012176', 'ENSMMUG00000006397']
['ENSG00000148734', 'ENSMUSG00000020090', 'ENSGALG00000004446', 'ENSRNOG00000000559', 'ENSOCUG00000016014', 'ENSMODG00000046812', 'ENSMMUG00000005367']
['ENSG00000172731', 'ENSMUSG00000037151', 'ENSGALG00000030964', 'ENSRNOG00000000560', 'ENSOCUG00000016021', 'ENSMODG00000012169', 'ENSMMUG00000014846']
['ENSG00000148730', 'ENSMUSG00000020091', 'ENSGALG00000037904', 'ENSRNOG00000055391', 'ENSOCUG00000003475', 'ENSMODG00000012161', 'ENSMMUG00000055936']
['ENSG00000166228', 'ENSMUSG00000020098', 'ENSGALG00000027835', 'ENSRNOG00000000566', 'ENSOCUG00000026149', 'ENSMODG00000008769', 'ENSMMUG00000008789']
['ENSG00000107731', 'ENSMUSG00000020099', 'ENSGALG00000004569', 'ENSRNOG00000000567', 'ENSOCUG00000006943', 'ENSMODG00000008754', 'ENSMMUG00000005998']
['ENSG00000198246', 'ENSMUSG00000020100', 'ENSGALG00000049446', 'ENSRNOG00000000568', 'ENSOCUG00000006953', 'ENSMODG00000008718', 'ENSMMUG00000006433']
['ENSG00000122863', 'ENSMUSG00000057337', 'ENSGALG00000024056', 'ENSRNOG00000000572', 'ENSOCUG00000023270', 'ENSMODG00000046080', 'ENSMMUG00000052336']
['ENSG00000107742', 'ENSMUSG00000058297', 'ENSGALG00000049951', 'ENSRNOG00000061544', 'ENSOCUG00000016744', 'ENSMODG00000000012', 'ENSMMUG00000002122']
['ENSG00000138303', 'ENSMUSG00000044475', 'ENSGALG00000026019', 'ENSRNOG00000056647', 'ENSOCUG00000016753', 'ENSMODG00000040209', 'ENSMMUG00000009479']
['ENSG00000166295', 'ENSMUSG00000020107', 'ENSGALG00000004410', 'ENSRNOG00000000576', 'ENSOCUG00000016767', 'ENSMODG00000000031', 'ENSMMUG00000015600']
['ENSG00000168209', 'ENSMUSG00000020108', 'ENSGALG00000041459', 'ENSRNOG00000057078', 'ENSOCUG00000016772', 'ENSMODG00000000035', 'ENSMMUG00000055226']
['ENSG00000148719', 'ENSMUSG00000020109', 'ENSGALG00000034104', 'ENSRNOG00000030408', 'ENSOCUG00000017401', 'ENSMODG00000000043', 'ENSMMUG00000010431']
['ENSG00000107745', 'ENSMUSG00000020111', 'ENSGALG00000004372', 'ENSRNOG00000043436', 'ENSOCUG00000008594', 'ENSMODG00000000067', 'ENSMMUG00000016963']
['ENSG00000156026', 'ENSMUSG00000009647', 'ENSGALG00000004355', 'ENSRNOG00000045920', 'ENSOCUG00000014855', 'ENSMODG00000000088', 'ENSMMUG00000020402']
['ENSG00000138315', 'ENSMUSG00000009654', 'ENSGALG00000004345', 'ENSRNOG00000046365', 'ENSOCUG00000016034', 'ENSMODG00000000095', 'ENSMMUG00000020404']
['ENSG00000138308', 'ENSMUSG00000009646', 'ENSGALG00000004332', 'ENSRNOG00000046619', 'ENSOCUG00000016043', 'ENSMODG00000000102', 'ENSMMUG00000020405']
['ENSG00000122884', 'ENSMUSG00000019916', 'ENSGALG00000004325', 'ENSRNOG00000050655', 'ENSOCUG00000009739', 'ENSMODG00000000121', 'ENSMMUG00000011274']
['ENSG00000166321', 'ENSMUSG00000021809', 'ENSGALG00000004319', 'ENSRNOG00000048195', 'ENSOCUG00000014329', 'ENSMODG00000000142', 'ENSMMUG00000011276']
['ENSG00000122882', 'ENSMUSG00000021810', 'ENSGALG00000002686', 'ENSRNOG00000042253', 'ENSOCUG00000017621', 'ENSMODG00000000149', 'ENSMMUG00000011280']
['ENSG00000138286', 'ENSMUSG00000039599', 'ENSGALG00000002693', 'ENSRNOG00000006554', 'ENSOCUG00000007139', 'ENSMODG00000000161', 'ENSMMUG00000011281']
['ENSG00000213551', 'ENSMUSG00000021811', 'ENSGALG00000002701', 'ENSRNOG00000006619', 'ENSOCUG00000007144', 'ENSMODG00000000167', 'ENSMMUG00000011282']
['ENSG00000156042', 'ENSMUSG00000039543', 'ENSGALG00000002551', 'ENSRNOG00000007046', 'ENSOCUG00000007151', 'ENSMODG00000000188', 'ENSMMUG00000011285']
['ENSG00000138279', 'ENSMUSG00000021814', 'ENSGALG00000005299', 'ENSRNOG00000007136', 'ENSOCUG00000012532', 'ENSMODG00000000211', 'ENSMMUG00000015708']
['ENSG00000107758', 'ENSMUSG00000021816', 'ENSGALG00000005243', 'ENSRNOG00000054782', 'ENSOCUG00000012543', 'ENSMODG00000000220', 'ENSMMUG00000015714']
['ENSG00000166348', 'ENSMUSG00000034235', 'ENSGALG00000005232', 'ENSRNOG00000027012', 'ENSOCUG00000012547', 'ENSMODG00000000250', 'ENSMMUG00000001821']
['ENSG00000177791', 'ENSMUSG00000068697', 'ENSGALG00000005226', 'ENSRNOG00000040122', 'ENSOCUG00000012560', 'ENSMODG00000000272', 'ENSMMUG00000013696']
['ENSG00000166317', 'ENSMUSG00000039376', 'ENSGALG00000005207', 'ENSRNOG00000008949', 'ENSOCUG00000025335', 'ENSMODG00000000291', 'ENSMMUG00000061526']
['ENSG00000196968', 'ENSMUSG00000039357', 'ENSGALG00000005169', 'ENSRNOG00000009274', 'ENSOCUG00000012565', 'ENSMODG00000000355', 'ENSMMUG00000013695']
['ENSG00000172586', 'ENSMUSG00000063787', 'ENSGALG00000028809', 'ENSRNOG00000009297', 'ENSOCUG00000037036', 'ENSMODG00000000361', 'ENSMMUG00000056125']
['ENSG00000148660', 'ENSMUSG00000021820', 'ENSGALG00000005088', 'ENSRNOG00000009783', 'ENSOCUG00000012578', 'ENSMODG00000000536', 'ENSMMUG00000021393']
['ENSG00000035403', 'ENSMUSG00000021823', 'ENSGALG00000005079', 'ENSRNOG00000010765', 'ENSOCUG00000003163', 'ENSMODG00000000633', 'ENSMMUG00000020823']
['ENSG00000185009', 'ENSMUSG00000021824', 'ENSGALG00000005070', 'ENSRNOG00000011461', 'ENSOCUG00000009946', 'ENSMODG00000010261', 'ENSMMUG00000020825']
['ENSG00000156110', 'ENSMUSG00000039197', 'ENSGALG00000005057', 'ENSRNOG00000012325', 'ENSOCUG00000009950', 'ENSMODG00000000687', 'ENSMMUG00000022237']
['ENSG00000156650', 'ENSMUSG00000021767', 'ENSGALG00000005035', 'ENSRNOG00000012850', 'ENSOCUG00000017344', 'ENSMODG00000000736', 'ENSMMUG00000023488']
['ENSG00000188716', 'ENSMUSG00000063821', 'ENSGALG00000005019', 'ENSRNOG00000013034', 'ENSOCUG00000026189', 'ENSMODG00000042234', 'ENSMMUG00000020221']
